term,name,definition,category,provenance,provenanceUri,note
nitrogenDissolvedNitrite_NO2,"Nitrogen, dissolved nitrite (NO2)","Dissolved nitrite (NO2) nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenDissolvedNitrite_NO2_Nitrate_NO3,"Nitrogen, dissolved nitrite (NO2) + nitrate (NO3)","Dissolved nitrite (NO2) + nitrate (NO3) nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenDissolvedOrganic,"Nitrogen, dissolved organic","Dissolved Organic Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenDissolved_Free_Ionized_Ammonia_NH3_NH4,"Nitrogen, dissolved (free+ionized) Ammonia (NH3) + (NH4)","Dissolved (free+ionized) Ammonia",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenGas,"Nitrogen, gas","Gaseous Nitrogen (N2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenInorganic,"Nitrogen, inorganic","Total Inorganic Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenNH3_NH4,"Nitrogen, NH3 + NH4","Total (free+ionized) Ammonia",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenNitrate_NO3,"Nitrogen, nitrate (NO3)","Nitrate (NO3) Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenNitrite_NO2,"Nitrogen, nitrite (NO2)","Nitrite (NO2) Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenNitrite_NO2_Nitrate_NO3,"Nitrogen, nitrite (NO2) + nitrate (NO3)","Nitrite (NO2) + Nitrate (NO3) Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenOrganic,"Nitrogen, organic","Organic Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenOrganicKjeldahl,"Nitrogen, organic kjeldahl","Organic Kjeldahl (organic nitrogen + ammonia (NH3) + ammonium (NH4)) nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenParticulateOrganic,"Nitrogen, particulate organic","Particulate Organic Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenTotal,"Nitrogen, total","Total Nitrogen (NO3+NO2+NH4+NH3+Organic)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenTotalDissolved,"Nitrogen, total dissolved","Total dissolved nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenTotalKjeldahl,"Nitrogen, total kjeldahl","Total Kjeldahl Nitrogen (Ammonia+Organic)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenTotalNitrite,"Nitrogen, total nitrite","Total nitrite (NO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenTotalOrganic,"Nitrogen, total organic","Total (dissolved + particulate) organic nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogen_15,Nitrogen-15,"15 Nitrogen, Delta Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogen_15_StableIsotopeRatioDelta,"Nitrogen-15, stable isotope ratio delta","Difference in the 15N:14N ratio between the sample and standard (del N 15)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogen_NH3,"Nitrogen, NH3","Free Ammonia (NH3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogen_NH4,"Nitrogen, NH4","Ammonium (NH4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrousOxide,"Nitrous oxide","Nitrous oxide (N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
noVegetationCoverage,"No vegetation coverage","Areal coverage of no vegetation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_AlkaneLongChain,"n-alkane, long-chain","long-chain alkanes, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_AlkaneShortChain,"n-alkane, short-chain","short-chain alkanes, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_AlkaneTotal,"n-alkane, total","Total alkane, normal (i.e. straight chain) isomer (isomer range of alkanes measured should be specified)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C15,"n-alkane, C15","C15 alkane, normal (i.e. straight-chain) isomer, common name: n-Pentadecane, formula : C15H32",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C16,"n-alkane, C16","C16 alkane, normal (i.e. straight-chain) isomer, common name: n-Hexadecane, formula: C16H34. Synonym: cetane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C17,"n-alkane, C17","C17 alkane, normal (i.e. straight-chain) isomer, common name: n-Heptadecane, formula : C17H36",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C18,"n-alkane, C18","C18 alkane, normal (i.e. straight-chain) isomer, common name: n-Octadecane, formula : C18H38",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C19,"n-alkane, C19","C19 alkane, normal (i.e. straight-chain) isomer, common name: n-Nonadecane, formula : C19H40",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C20,"n-alkane, C20","C20 alkane, normal (i.e. straight-chain) isomer, common name: n-Icosane, formula : C20H42. Synonyms: didecyl, eicosane.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C21,"n-alkane, C21","C21 alkane, normal (i.e. straight-chain) isomer, common name: n-Henicosane, formula : C21H44.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C22,"n-alkane, C22","C22 alkane, normal (i.e. straight-chain) isomer, common name: n-Docosane, formula : C22H46",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C23,"n-alkane, C23","C23 alkane, normal (i.e. straight-chain) isomer, common name: n-Tricosane, formula : C23H48",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C24,"n-alkane, C24","C24 alkane, normal (i.e. straight-chain) isomer, common name: n-Tetracosane, formula : C24H50",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C25,"n-alkane, C25","C25 alkane, normal (i.e. straight-chain) isomer, common name: n-Pentacosane, formula : C25H52",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C26,"n-alkane, C26","C26 alkane, normal (i.e. straight-chain) isomer, common name: n-Hexacosane, formula : C26H54, synonyms: cerane, hexeikosane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C27,"n-alkane, C27","C27 alkane, normal (i.e. straight-chain) isomer, common name: n-Heptacosane, formula : C27H56",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C28,"n-alkane, C28","C28 alkane, normal (i.e. straight-chain) isomer, common name: n-Octacosane, formula : C28H58",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C29,"n-alkane, C29","C29 alkane, normal (i.e. straight-chain) isomer, common name: n-Nonacosane, formula : C29H60",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C30,"n-alkane, C30","C30 alkane, normal (i.e. straight-chain) isomer, common name: n-Triacontane, formula : C30H62",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C31,"n-alkane, C31","C31 alkane,normal (i.e. straight-chain) isomer, common name: n-Hentriacontane, formula : C31H64, Synonym: untriacontane",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C32,"n-alkane, C32","C32 alkane, normal (i.e. straight-chain) isomer, common name: n-Dotriacontane, formula : C32H66, Synonym: dicetyl",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
n_Alkane_C33,"n-alkane, C33","C33 alkane, (i.e. straight-chain) isomer, common name: n-Tritriacontane, formula : C33H68",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
N_Nitrosodiethylamine,N-Nitrosodiethylamine,"N-Nitrosodiethylamine (C4H10N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
N_Nitrosodimethylamine,N-Nitrosodimethylamine,"N-Nitrosodimethylamine (C2H6N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
N_Nitrosodiphenylamine,N-Nitrosodiphenylamine,"N-Nitrosodiphenylamine (C12H10N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
N_Nitrosodi_n_Butylamine,N-Nitrosodi-n-butylamine,"N-Nitrosodi-n-butylamine (C8H18N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
N_Nitrosodi_n_Propylamine,N-Nitrosodi-n-propylamine,"N-Nitrosodi-n-propylamine (C6H14N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
N_Nitrosomethylethylamine,N-Nitrosomethylethylamine,"N-Nitrosomethylethylamine (C3H8N2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
odor,Odor,Odor,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
offset,Offset,"Constant to be added as an offset to a variable of interest.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oilAndGrease,"Oil and grease","Oil and grease",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
organicMatter,"Organic matter","The organic matter component of a complex material.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
orientation,Orientation,"Azimuth orientation of sensor platform",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
osmoticPressure,"Osmotic pressure","Osmotic pressure",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygen,Oxygen,Oxygen,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygenDissolved,"Oxygen, dissolved","Dissolved oxygen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygenDissolvedPercentOfSaturation,"Oxygen, dissolved percent of saturation","Dissolved oxygen, percent saturation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygenDissolvedTransducerSignal,"Oxygen, dissolved, transducer signal","Dissolved oxygen, raw data from sensor",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygenFlux,"Oxygen flux","Oxygen (O2) flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygenUptake,"Oxygen uptake","Consumption of oxygen by biological and/or chemical processes",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygen_18,Oxygen-18,"18 O, Delta O",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
oxygen_18_StableIsotopeRatioDelta,"Oxygen-18, stable isotope ratio delta","Difference in the 18O:16O ratio between the sample and standard",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ozone,Ozone,"Ozone (O3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
o_Xylene,o-Xylene,"o-Xylene (C8H10)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
parameter,Parameter,"Parameter related to a hydrologic process. An example usage would be for a starge-discharge relation parameter.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
parathion_Ethyl,Parathion-ethyl,"Parathion-ethyl (C10H14NO5PS)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pentachlorobenzene,Pentachlorobenzene,"Pentachlorobenzene (C6HCl5)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pentachlorophenol,Pentachlorophenol,"Pentachlorophenol (C6HCl5O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pentane,Pentane,Pentane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
percentFullScale,"Percent full scale","The percent of full scale for an instrument",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
peridinin,Peridinin,"The phytoplankton pigment Peridinin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
permethrin,Permethrin,"Permethrin (C21H20Cl2O3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
permittivity,Permittivity,"Permittivity is a physical quantity that describes how an electric field affects, and is affected by a dielectric medium, and is determined by the ability of a material to polarize in response to the field, and thereby reduce the total electric field inside the material. Thus, permittivity relates to a material's ability to transmit (or ""permit"") an electric field.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
perylene,Perylene,"Perylene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
petroleumHydrocarbonTotal,"Petroleum hydrocarbon, total","Total petroleum hydrocarbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pH,pH,"pH is the measure of the acidity or alkalinity of a solution. pH is formally a measure of the activity of dissolved hydrogen ions (H+). Solutions in which the concentration of H+ exceeds that of OH- have a pH value lower than 7.0 and are known as acids.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phenanthrene,Phenanthrene,"Phenanthrene (C14H10), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phenol,Phenol,"Phenol (C6H5OH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phenolicsTotal,"Phenolics, total","Total Phenolics",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pheophytin,Pheophytin,"Pheophytin (Chlorophyll which has lost the central Mg ion) is a degradation product of Chlorophyll",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phorate,Phorate,"Phorate (C7H17O2PS3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorodithioicAcid,"Phosphorodithioic acid","Phosphorodithioic acid (C10N12N3O3PS2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusDissolved,"Phosphorus, dissolved","Dissolved Phosphorus (P)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusDissolvedOrganic,"Phosphorus, dissolved organic","Dissolved organic phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusInorganic,"Phosphorus, inorganic","Inorganic Phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusOrganic,"Phosphorus, organic","Organic Phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusOrthophosphate,"Phosphorus, orthophosphate","Orthophosphate Phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusOrthophosphateDissolved,"Phosphorus, orthophosphate dissolved","Dissolved orthophosphate phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusOrthophosphateTotal,"Phosphorus, orthophosphate total","Total orthophosphate phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusParticulate,"Phosphorus, particulate","Particulate phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusParticulateOrganic,"Phosphorus, particulate organic","Particulate organic phosphorus in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusPhosphate_PO4,"Phosphorus, phosphate (PO4)","Phosphate phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusPolyphosphate,"Phosphorus, polyphosphate","Polyphosphate Phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusTotal,"Phosphorus, total","Total Phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phosphorusTotalDissolved,"Phosphorus, total dissolved","Total dissolved phosphorus",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
phytoplankton,Phytoplankton,"Measurement of phytoplankton with no differentiation between species",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
piperonylButoxide,"Piperonyl Butoxide","Piperonyl Butoxide (C19H30O5)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
polycyclicAromaticHydrocarbonAlkyl,"Polycyclic aromatic hydrocarbon, alkyl","Polycyclic aromatic hydrocarbon (PAH) having at least one alkyl sidechain (methyl, ethyl or other alkyl group) attached to the aromatic ring structure",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
polycyclicAromaticHydrocarbonParent,"Polycyclic aromatic hydrocarbon, parent","Unsubstituted (i.e., non-alkylated) polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
polycyclicAromaticHydrocarbonTotal,"Polycyclic aromatic hydrocarbon, total","total polycyclic aromatic hydrocarbon (PAH), also known as poly-aromatic hydrocarbons or polynuclear aromatic hydrocarbons",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
position,Position,"Position of an element that interacts with water such as reservoir gates",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
potassiumDissolved,"Potassium, dissolved","Dissolved Potassium (K)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
potassiumTotal,"Potassium, total","Total Potassium (K)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
precipitation,Precipitation,"Precipitation such as rainfall. Should not be confused with settling.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pressureAbsolute,"Pressure, absolute",Pressure,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pressureGauge,"Pressure, gauge","Pressure relative to the local atmospheric or ambient pressure",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
primaryProductivity,"Primary productivity","Primary Productivity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
primaryProductivityGross,"Primary productivity, gross","Rate at which an ecosystem accumulates energy by fixation of sunlight, including that consumed by the ecosystem.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
programSignature,"Program signature","A unique data recorder program identifier which is useful for knowing when the source code in the data recorder has been modified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
pronamide,Pronamide,"Pronamide (C12H11Cl2NO)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
propane,Propane,Propane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
propaneDissolved,"Propane, dissolved","Dissolved Propane (C3H8)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
