term,name,definition,category,provenance,provenanceUri,note
alkalinityHydroxide,"Alkalinity, hydroxide","Hydroxide Alkalinity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
alkalinityTotal,"Alkalinity, total","Total Alkalinity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
alloxanthin,Alloxanthin,"The phytoplankton pigment Alloxanthin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
alphaNAcetylglucosaminidase,Alpha-N-Acetylglucosaminidase,"An enzyme with system name alpha-N-acetyl-D-glucosaminide N-acetylglucosaminohydrolase.[1][2][3][4] This enzyme catalyses the following chemical reaction: Hydrolysis of terminal non-reducing N-acetyl-D-glucosamine residues in N-acetyl-alpha-D-glucosaminides.",Chemistry,Wikipedia,https://en.wikipedia.org/wiki/Alpha-N-acetylglucosaminidase,
aluminumDissolved,"Aluminum, dissolved","Dissolved Aluminum (Al)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aluminumParticulate,"Aluminum, particulate","Particulate aluminum in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aluminumTotal,"Aluminum, total","Aluminum (Al). Total indicates was measured on a whole water sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ammoniumFlux,"Ammonium flux","Ammonium (NH4) flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aniline,Aniline,"Aniline (C6H7N)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
anthracene,Anthracene,"Anthracene (C14H10), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
antimonyDissolved,"Antimony, dissolved","Dissolved antimony (Sb).""Dissolved"" indicates measurement was on a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
antimonyDistributionCoefficient,"Antimony, distribution coefficient","Ratio of concentrations of antimony in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
antimonyParticulate,"Antimony, particulate","Particulate antimony (Sb) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
antimonyTotal,"Antimony, total","Total antimony (Sb). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
area,Area,"Area of a measurement location",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
argon,Argon,Argon,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
argonDissolved,"Argon, dissolved","Dissolved Argon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aroclor_1016,Aroclor-1016,"Aroclor-1016 (C24H13Cl7), a PCB mixture",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aroclor_1242,Aroclor-1242,"Aroclor-1242 (C12H6Cl4), a PCB mixture",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aroclor_1254,Aroclor-1254,"Aroclor-1254 (C12H5Cl5), a PCB mixture",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
aroclor_1260,Aroclor-1260,"Aroclor-1260 (C12H3Cl7), a PCB mixture",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
arsenicDissolved,"Arsenic, dissolved","Dissolved Arsenic. For chemical terms, dissolved represents a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
arsenicDistributionCoefficient,"Arsenic, distribution coefficient","Ratio of concentrations of arsenic in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
arsenicParticulate,"Arsenic, particulate","Particulate arsenic (As) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
arsenicTotal,"Arsenic, total","Total arsenic (As). Total indicates was measured on a whole water sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
asteridaeCoverage,"Asteridae coverage","Areal coverage of the plant Asteridae",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bariumDissolved,"Barium, dissolved","Dissolved Barium (Ba)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bariumDistributionCoefficient,"Barium, distribution coefficient","Ratio of concentrations of barium in two phases in equilibrium with each other. Phases must be specified",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bariumParticulate,"Barium, particulate","Particulate barium (Ba) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bariumTotal,"Barium, total","Total Barium (Ba). For chemical terms, ""total"" indicates an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
barometricPressure,"Barometric pressure","Barometric pressure",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
baseflow,Baseflow,"The portion of streamflow (discharge) that is supplied by groundwater sources.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
batisMaritimaCoverage,"Batis maritima Coverage","Areal coverage of the plant Batis maritima",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
batteryTemperature,"Battery temperature","The battery temperature of a datalogger or sensing system",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
batteryVoltage,"Battery voltage","The battery voltage of a datalogger or sensing system, often recorded as an indicator of data reliability",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benthos,Benthos,"Benthic species",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzene,Benzene,"Benzene (C6H6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzoicAcid,"Benzoic acid","Benzoic acid (C7H6O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzo_a_pyrene,Benzo(a)pyrene,"Benzo(a)pyrene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzo_b_fluoranthene,Benzo(b)fluoranthene,"Benzo(b)fluoranthene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzo_b_fluorene,Benzo(b)fluorene,"Benzo(b)fluorene (C17H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzo_e_pyrene,Benzo(e)pyrene,"Benzo(e)pyrene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzo_g_h_i_perylene,"Benzo(g,h,i)perylene","Benzo(g,h,i)perylene (C22H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzo_k_fluoranthene,Benzo(k)fluoranthene,"Benzo(k)fluoranthene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benzylAlcohol,"Benzyl alcohol","Benzyl alcohol (C7H8O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
benz_a_anthracene,Benz(a)anthracene,"Benz(a)anthracene (C18H12), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
berylliumDissolved,"Beryllium, dissolved","Dissolved Beryllium (Be) . For chemical terms, ""dissolved""indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
berylliumTotal,"Beryllium, total","Total Beryllium (Be). For chemical terms, ""total"" indicates an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
betaGlucosidase,Beta-glucosidase,"Beta-glucosidase catalyzes the hydrolysis of the glycosidic bonds to terminal non-reducing residues in beta-D-glucosides and oligosaccharides, with release of glucose.",Chemistry,Wikipedia,https://en.wikipedia.org/wiki/Beta-glucosidase,
bicarbonate,Bicarbonate,"Bicarbonate (HCO3-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bifenthrin,Bifenthrin,"Bifenthrin (C23H22ClF3O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
biogenicSilica,"Biogenic silica","Hydrated silica (SiO2 nH20)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
biomass,Biomass,"Mass of living biological organisms in a given area or ecosystem at a given time. If this generic term is used, the publisher should specify/qualify the species, class, etc. being measured in the method, qualifier, or other appropriate field.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
biomassPhytoplankton,"Biomass, phytoplankton","Total mass of phytoplankton, per unit area or volume",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
biomassTotal,"Biomass, total","Total biomass",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
biphenyl,Biphenyl,"Biphenyl ((C6H5)2), a polycyclic aromatic hydrocarbon (PAH), also known as diphenyl or phenylbenzene or 1,1'-biphenyl or lemonene",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bis_2_Chloroethoxy_Methane,Bis(2-chloroethoxy)methane,"Bis(2-chloroethoxy)methane (C5H10Cl2O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bis_2_Chloroethyl_Ether,bis(2-Chloroethyl)ether,"bis(2-Chloroethyl)ether (C4H8Cl2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bis_2_ChloroisopropylEther,"bis-2-chloroisopropyl ether","bis-2-chloroisopropyl ether (C6H12Cl2O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bis_2_Ethylhexyl_Phthalate,"Bis-(2-ethylhexyl) phthalate","Bis-(2-ethylhexyl) phthalate (C6H4(C8H17COO)2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
blue_GreenAlgae_Cyanobacteria_Phycocyanin,"Blue-green algae (cyanobacteria), phycocyanin","Blue-green algae (cyanobacteria) with phycocyanin pigments",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD1,BOD1,"1-day Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD20,BOD20,"20-day Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD20Carbonaceous,"BOD20, carbonaceous","20-day Carbonaceous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD20Nitrogenous,"BOD20, nitrogenous","20-day Nitrogenous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD2Carbonaceous,"BOD2, carbonaceous","2-day Carbonaceous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD3Carbonaceous,"BOD3, carbonaceous","3-day Carbonaceous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD4Carbonaceous,"BOD4, carbonaceous","4-day Carbonaceous Biological Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD5,BOD5,"5-day Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD5Carbonaceous,"BOD5, carbonaceous","5-day Carbonaceous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD5Nitrogenous,"BOD5, nitrogenous","5-day Nitrogenous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD6Carbonaceous,"BOD6, carbonaceous","6-day Carbonaceous Biological Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BOD7Carbonaceous,"BOD7, carbonaceous","7-day Carbonaceous Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BODu,BODu,"Ultimate Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BODuCarbonaceous,"BODu, carbonaceous","Carbonaceous Ultimate Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
BODuNitrogenous,"BODu, nitrogenous","Nitrogenous Ultimate Biochemical Oxygen Demand",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bodyLength,"Body length","Length of the body of an organism",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
boreholeLogMaterialClassification,"Borehole log material classification","Classification of material encountered by a driller at various depths during the drilling of a well and recorded in the borehole log.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
boronDissolved,"Boron, dissolved","dissolved boron",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
boronTotal,"Boron, total","Total Boron (B)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
borrichiaFrutescensCoverage,"Borrichia frutescens Coverage","Areal coverage of the plant Borrichia frutescens",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromideDissolved,"Bromide, dissolved","Dissolved Bromide (Br-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromideTotal,"Bromide, total","Total Bromide (Br-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromine,Bromine,"Bromine (Br2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromineDissolved,"Bromine, dissolved","Dissolved Bromine (Br2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromodichloromethane,Bromodichloromethane,"Bromodichloromethane (CHBrCl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromoform,Bromoform,"Bromoform (CHBr3), a haloform",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bromomethane_MethylBromide,"Bromomethane (Methyl bromide)","Bromomethane (Methyl bromide) (CH3Br)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bulkDensity,"Bulk density","The mass of many particles of the material divided by the total volume they occupy. The total volume includes particle volume, inter-particle void volume and internal pore volume.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
bulkElectricalConductivity,"Bulk electrical conductivity","Bulk electrical conductivity of a medium measured using a sensor such as time domain reflectometry (TDR), as a raw sensor response in the measurement of a quantity like soil moisture.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
butane,Butane,Butane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
butylbenzylphthalate,Butylbenzylphthalate,"Butylbenzylphthalate (C19H20O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
butyricAcid,"Butyric Acid","Butyric Acid (C4H8O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cadmiumDissolved,"Cadmium, dissolved","Dissolved Cadmium. For chemical terms, ""dissolved"" indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cadmiumDistributionCoefficient,"Cadmium, distribution coefficient","Ratio of concentrations of cadmium in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cadmiumParticulate,"Cadmium, particulate","Particulate cadmium (Cd) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
cadmiumTotal,"Cadmium, total","Total Cadmium (Cd). For chemical terms, ""total"" indciates an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
calciumDissolved,"Calcium, dissolved","Dissolved Calcium (Ca)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
calciumTotal,"Calcium, total","Total Calcium (Ca)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
canthaxanthin,Canthaxanthin,"The phytoplankton pigment Canthaxanthin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbaryl,Carbaryl,"Carbaryl (C12H11NO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbazole,Carbazole,"Carbazole (C12H9N)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonate,Carbonate,"Carbonate ion (CO3-2) concentration",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDioxide,"Carbon dioxide","Carbon dioxide",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDioxideDissolved,"Carbon Dioxide, dissolved","Dissolved Carbon dioxide (CO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDioxideFlux,"Carbon dioxide flux","Carbon dioxide (CO2) flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDioxideStorageFlux,"Carbon dioxide storage flux","Carbon dioxide (CO2) storage flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDioxideTransducerSignal,"Carbon dioxide, transducer signal","Carbon dioxide (CO2), raw data from sensor",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDissolvedInorganic,"Carbon, dissolved inorganic","Dissolved Inorganic Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDissolvedOrganic,"Carbon, dissolved organic","Dissolved Organic Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDissolvedTotal,"Carbon, dissolved total","Dissolved Total (Organic+Inorganic) Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonDisulfide,"Carbon disulfide","Carbon disulfide (CS2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonMonoxideDissolved,"Carbon monoxide, dissolved","Dissolved carbon monoxide (CO)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonParticulateOrganic,"Carbon, particulate organic","Particulate organic carbon in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonSuspendedInorganic,"Carbon, suspended inorganic","Suspended Inorganic Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonSuspendedOrganic,"Carbon, suspended organic","DEPRECATED -- The use of this term is discouraged in favor of the use of the synonymous term ""Carbon, particulate organic"".",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonSuspendedTotal,"Carbon, suspended total","Suspended Total (Organic+Inorganic) Carbon",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonTetrachloride,"Carbon tetrachloride","Carbon tetrachloride (CCl4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
carbonToNitrogenMassRatio,"Carbon to nitrogen mass ratio","Carbon to nitrogen (C:N) mass ratio",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
